year,minimum_wage,state,avg_corp_income_tax,progressive_tax,population,avg_unemployment,gdp
2001,2.65,Kansas,4,0,2702.162,4.2667,88869.7
2002,2.65,Kansas,4,0,2713.535,5.0833,91359
2003,2.65,Kansas,4,0,2723.004,5.55,95236.3
2004,2.65,Kansas,4,0,2734.373,5.5083,98913.7
2005,2.65,Kansas,4,0,2745.299,5.0667,105343.9
2006,2.65,Kansas,4,0,2762.931,4.425,113831.8
2007,2.65,Kansas,4,0,2783.785,4.2333,123608.9
2008,2.65,Kansas,4,0,2808.076,4.6083,129223.2
2009,2.65,Kansas,5.55,1,2832.704,6.8917,126049.7
2010,7.25,Kansas,4,0,2858.266,6.9333,129235.7
2011,7.25,Kansas,4,0,2869.677,6.3833,136747.1
2012,7.25,Kansas,4,0,2886.024,5.7167,141812.1
2013,7.25,Kansas,4,0,2894.306,5.3,144999.3
2014,7.25,Kansas,4,0,2901.861,4.5083,150276.1
2015,7.25,Kansas,4,0,2910.717,4.15,155699
2016,7.25,Kansas,4,0,2912.977,4.0167,162144.5
2017,7.25,Kansas,4,0,2910.892,3.6167,166273.6
2018,7.25,Kansas,4,0,2912.748,3.3583,173373
2019,7.25,Kansas,4,0,2912.635,3.1583,176068.8
2020,7.25,Kansas,4,0,2938.124,5.8167,177209.6
2021,7.25,Kansas,4,0,2937.946,3.35,191738.1
2022,7.25,Kansas,4,0,2936.716,2.625,212611.6
2023,7.25,Kansas,4,0,2940.546,2.65,228232.4
1997,4.25,Kentucky,6.125,1,3907.816,5.225,104878.1
1998,4.25,Kentucky,6.125,1,3934.310,4.5083,110020.1
1999,4.25,Kentucky,6.125,1,3960.825,4.4917,115592.7
2000,5.15,Kentucky,6.125,1,4049.021,4.1417,114549.6
2001,5.15,Kentucky,6.125,1,4068.132,5.2083,117767.9
2002,5.15,Kentucky,6.125,1,4089.875,5.7917,122731.2
2003,5.15,Kentucky,6.125,1,4117.170,6.1917,128289.6
2004,5.15,Kentucky,6.125,1,4146.101,5.5,135694.5
2005,5.15,Kentucky,6.125,1,4182.742,5.875,144914.9
2006,5.15,Kentucky,5.5,1,4219.239,5.725,153009.8
2007,5.15,Kentucky,5.5,1,4256.672,5.3667,156900
2008,5.85,Kentucky,5.5,1,4289.878,6.525,160700.2
2009,6.55,Kentucky,5,1,4317.074,10.7667,157440.1
2010,7.25,Kentucky,5,1,4348.464,10.2667,166656.3
2011,7.25,Kentucky,5,1,4370.817,9.375,171238.1
2012,7.25,Kentucky,5,1,4387.865,8.2,178370.6
2013,7.25,Kentucky,5,1,4406.906,7.9167,184920.6
2014,7.25,Kentucky,5,1,4416.992,6.4167,188326.4
2015,7.25,Kentucky,5,1,4429.126,5.2333,194621.2
2016,7.25,Kentucky,5,1,4440.306,5.0333,197944.8
2017,7.25,Kentucky,5,1,4455.590,4.775,203564
2018,7.25,Kentucky,5,1,4464.273,4.2,210509.1
2019,7.25,Kentucky,5,0,4472.345,4.0917,220678.8
2020,7.25,Kentucky,5,0,4508.155,6.4667,218539.7
2021,7.25,Kentucky,5,0,4507.600,4.4667,238428.9
2022,7.25,Kentucky,5,0,4511.563,4.025,261540.7
2023,7.25,Kentucky,5,0,4526.154,4.1583,279707.5
1997,4.75,Louisiana,6,1,4351.390,5.8833,116423.1
1998,5.15,Louisiana,6,1,4362.758,5.5167,120228.8
1999,5.15,Louisiana,6,1,4372.035,4.975,125667.3
2000,5.15,Louisiana,6,1,4471.885,5.15,132375.8
2001,5.15,Louisiana,6,1,4477.875,5.6,138204.3
2002,5.15,Louisiana,6,1,4497.267,5.9917,140082.8
2003,5.15,Louisiana,6,1,4521.042,6.2833,155198.7
2004,5.15,Louisiana,6,1,4552.238,5.7,170999.6
2005,5.15,Louisiana,6,1,4576.628,7.0583,199314.2
2006,5.15,Louisiana,6,1,4302.665,4.1333,207249.8
2007,5.15,Louisiana,6,1,4375.581,4.0917,203771.3
2008,5.85,Louisiana,6,1,4435.586,4.6667,213803.5
2009,6.55,Louisiana,6,1,4491.648,6.7917,206111.5
2010,7.25,Louisiana,5,1,4544.635,7.5167,226555.6
2011,7.25,Louisiana,6,1,4576.244,7.4333,230518.7
2012,7.25,Louisiana,6,1,4602.067,6.7667,235960.9
2013,7.25,Louisiana,6,1,4626.040,6.4167,231652.7
2014,7.25,Louisiana,6,1,4645.938,6.25,240965
2015,7.25,Louisiana,6,1,4666.998,6.2917,234324.2
2016,7.25,Louisiana,6,1,4681.346,6.0667,227440.3
2017,7.25,Louisiana,6,1,4673.673,5.1083,239830.7
2018,7.25,Louisiana,6,1,4664.450,4.825,256444.4
2019,7.25,Louisiana,6,1,4658.285,4.625,257499
2020,7.25,Louisiana,6,0,4652.022,8.6917,236216.3
2021,7.25,Louisiana,6,1,4627.047,5.6,267263.6
2022,7.25,Louisiana,5.5,1,4588.023,3.6333,298424.5
2023,7.25,Louisiana,5.5,1,4573.749,3.6417,314988.6
1997,5.25,Massachusetts,9.5,0,6115.476,4.0583,236435.6
1998,5.25,Massachusetts,9.5,0,6144.407,3.375,247686.8
1999,5.25,Massachusetts,9.5,0,6175.169,3.2833,262868.8
2000,6,Massachusetts,9.5,0,6361.104,2.8167,287091.4
2001,6.75,Massachusetts,9.5,0,6397.634,3.7833,294876.4
2002,6.75,Massachusetts,9.5,0,6417.206,5.2167,299915.8
2003,6.75,Massachusetts,9.5,0,6422.565,5.7333,309736.1
2004,6.75,Massachusetts,9.5,0,6412.281,5.1083,324919
2005,6.75,Massachusetts,9.5,0,6403.290,4.8,340637.8
2006,6.75,Massachusetts,9.5,0,6410.084,4.7,358418.3
2007,7.5,Massachusetts,9.5,0,6431.559,4.5167,377985.6
2008,8,Massachusetts,9.5,0,6468.967,5.3333,387923.4
2009,8,Massachusetts,9.5,0,6517.613,8.075,388963.9
2010,8,Massachusetts,8.75,0,6566.440,8.0583,409270
2011,8,Massachusetts,8.75,0,6614.218,7.225,423684.9
2012,8,Massachusetts,8,0,6664.269,6.7,441373.9
2013,8,Massachusetts,8,0,6715.158,6.6417,452580.4
2014,8,Massachusetts,8,0,6764.864,5.7417,469824.9
2015,9,Massachusetts,8,0,6797.484,4.7917,497767
2016,10,Massachusetts,8,0,6827.280,4.0417,514108
2017,11,Massachusetts,8,0,6863.560,3.7917,530129.4
2018,11,Massachusetts,8,0,6885.720,3.475,559605
2019,12,Massachusetts,8,0,6894.883,3.025,588069.5
2020,12.75,Massachusetts,8,0,6997.713,9.375,592653
2021,13.50,Massachusetts,8,0,6991.951,5.4,649511.4
2022,14.25,Massachusetts,8,0,6982.740,3.6583,695612.1
2023,15.00,Massachusetts,8,0,7001.399,3.3417,736296.3
1997,4.75,Maryland,7,0,5092.914,4.8083,159167.8
1998,5.15,Maryland,7,0,5130.072,4.2417,169360.1
1999,5.15,Maryland,7,0,5171.634,3.4583,179779.6
2000,5.15,Maryland,7,0,5311.034,3.5167,191430.2
2001,5.15,Maryland,7,0,5374.691,4.2083,205276
2002,5.15,Maryland,7,0,5440.389,4.775,217001.4
2003,5.15,Maryland,7,0,5496.269,4.8,226803.4
2004,5.15,Maryland,7,0,5546.935,4.6167,243449.8
2005,5.15,Maryland,7,0,5592.379,4.475,261795.3
2006,5.15,Maryland,7,0,5627.367,4.175,273791
2007,6.15,Maryland,7,0,5653.408,3.7333,282618.2
2008,6.15,Maryland,8.3,0,5684.965,4.525,292908.3
2009,6.55,Maryland,8.25,0,5730.388,7.55,298282.8
2010,7.25,Maryland,8.25,0,5788.784,7.825,313930.5
2011,7.25,Maryland,8.25,0,5840.241,7.3167,324920.9
2012,7.25,Maryland,8.25,0,5888.375,6.8667,331869
2013,7.25,Maryland,8.25,0,5925.197,6.5167,339895.8
2014,7.25,Maryland,8.25,0,5960.064,5.7333,351743.1
2015,8.25,Maryland,8.25,0,5988.528,4.9917,367314.1
2016,8.75,Maryland,8.25,0,6007.014,4.2917,386496.4
2017,9.25,Maryland,8.25,0,6028.186,4,399714.5
2018,10.1,Maryland,8.25,0,6042.153,3.8167,410771.8
2019,10.1,Maryland,8.25,0,6054.954,3.375,419391.6
2020,11.00,Maryland,8.25,0,6173.689,6.4667,413455.4
2021,11.75,Maryland,8.25,0,6175.045,5.225,447753.6
2022,12.50,Maryland,8.25,0,6163.981,2.9833,484907.6
2023,13.25,Maryland,8.25,0,6180.253,2.1,515607.3
1997,4.75,Maine,6.215,1,1245.215,5.1917,30574.2
1998,5.15,Maine,6.215,1,1247.554,4.4583,32412.8
1999,5.15,Maine,6.215,1,1253.040,4.0083,34714.7
2000,5.15,Maine,6.215,1,1277.072,3.3333,37222
2001,5.15,Maine,6.215,1,1285.692,3.75,38925.7
2002,5.75,Maine,6.215,1,1295.960,4.4583,40664.1
2003,6.25,Maine,6.215,1,1306.513,5.15,42493.4
2004,6.25,Maine,6.215,1,1313.688,4.6583,45233.1
2005,6.35,Maine,6.215,1,1318.787,4.8917,47028.1
2006,6.5,Maine,6.215,1,1323.619,4.7167,48889.3
2007,6.75,Maine,6.215,1,1327.040,4.6917,50291.3
2008,7,Maine,6.215,1,1330.509,5.4,51001.9
2009,7.25,Maine,6.215,1,1329.590,8.3917,51451.2
2010,7.5,Maine,6.125,1,1327.651,8.4167,52802.5
2011,7.5,Maine,6.215,1,1328.473,7.725,53104.5
2012,7.5,Maine,6.215,1,1328.094,7.1917,54018.5
2013,7.5,Maine,6.215,1,1328.543,6.6833,54924.8
2014,7.5,Maine,6.215,1,1331.217,5.5583,56537.4
2015,7.5,Maine,6.215,1,1329.098,4.3833,58755.8
2016,7.5,Maine,6.215,1,1332.348,3.775,61092.2
2017,9,Maine,6.215,1,1335.743,3.3583,63000.6
2018,10,Maine,6.215,1,1340.123,3.175,66216
2019,11,Maine,6.215,1,1345.770,2.9083,69708.7
2020,12.00,Maine,6.215,1,1364.517,5.1167,72077.1
2021,12.15,Maine,6.215,1,1378.787,4.6667,79193.9
2022,12.75,Maine,6.215,1,1389.338,2.85,86493.3
2023,13.80,Maine,6.215,1,1395.722,2.8333,93270
1997,3.35,Michigan,2.3,0,9785.450,4.2917,299832.7
1998,5.15,Michigan,2.3,0,9820.231,3.975,311088.2
1999,5.15,Michigan,2.3,0,9863.775,3.7417,337150.2
2000,5.15,Michigan,2,0,9952.450,3.6917,351879.5
2001,5.15,Michigan,2,0,9991.120,5.1583,349127.5
2002,5.15,Michigan,2,0,10015.710,6.1917,363372.1
2003,5.15,Michigan,0,0,10041.152,7.0917,376123.8
2004,5.15,Michigan,0,0,10055.315,6.95,388764.6
2005,5.15,Michigan,0,0,10051.137,6.7917,402828.8
2006,5.15,Michigan,0,0,10036.081,7.0333,402537.3
2007,6.95,Michigan,0,0,10001.284,7.0833,410613
2008,7.15,Michigan,4.95,0,9946.889,8.2167,391633.6
2009,7.4,Michigan,4.95,0,9901.591,13.1333,371707
2010,7.4,Michigan,4.95,0,9877.597,12.1917,393179.6
2011,7.4,Michigan,4.95,0,9883.053,10.0083,408354.1
2012,7.4,Michigan,6,0,9898.289,9.0583,426141.1
2013,7.4,Michigan,6,0,9914.802,8.725,441470.8
2014,8.15,Michigan,6,0,9932.033,7.2333,456123.5
2015,8.15,Michigan,6,0,9934.483,5.425,479222.7
2016,8.5,Michigan,6,0,9954.117,5.0083,494752.5
2017,8.9,Michigan,6,0,9976.752,4.575,505101.5
2018,9.25,Michigan,6,0,9987.286,4.1583,525240.8
2019,9.45,Michigan,6,0,9984.795,4.05,540237.3
2020,9.65,Michigan,6,0,10070.627,10.05,529675.6
2021,9.65,Michigan,6,0,10038.117,5.7667,575116.4
2022,9.87,Michigan,6,0,10033.281,4.1333,627009.1
2023,10.10,Michigan,6,0,10037.261,3.8917,673818.1
1997,4.25,Minnesota,9.8,0,4687.726,3.225,157345.9
1998,5.15,Minnesota,9.8,0,4726.411,2.675,167867.4
1999,5.15,Minnesota,9.8,0,4775.508,2.7083,176780.4
2000,5.15,Minnesota,9.8,0,4933.692,3.0333,192389.5
2001,5.15,Minnesota,9.8,0,4982.796,3.775,196869.4
2002,5.15,Minnesota,9.8,0,5018.935,4.4667,204061.1
2003,5.15,Minnesota,9.8,0,5053.572,4.7833,215975.1
2004,5.15,Minnesota,9.8,0,5087.713,4.5833,231949.4
2005,5.15,Minnesota,9.8,0,5119.598,4.1,244635.4
2006,6.15,Minnesota,9.8,0,5163.555,4.0583,252357.6
2007,6.16,Minnesota,9.8,0,5207.203,4.5833,261250.7
2008,6.16,Minnesota,9.8,0,5247.018,5.4333,268771.5
2009,6.16,Minnesota,9.8,0,5281.203,7.9083,262628.8
2010,6.16,Minnesota,9.8,0,5310.934,7.3917,274649.2
2011,6.16,Minnesota,9.8,0,5346.620,6.525,287070.8
2012,6.16,Minnesota,9.8,0,5377.500,5.65,298641.4
2013,6.15,Minnesota,9.8,0,5414.722,5.0417,311752.1
2014,8,Minnesota,9.8,0,5452.665,4.2667,324701.5
2015,9,Minnesota,9.8,0,5484.002,3.7917,336762
2016,9.5,Minnesota,9.8,0,5525.360,3.875,345248.8
2017,9.5,Minnesota,9.8,0,5569.283,3.4833,354721.9
2018,9.65,Minnesota,9.8,0,5608.762,3.025,372439.2
2019,9.86,Minnesota,9.8,0,5640.053,3.275,384850.2
2020,10.00,Minnesota,9.8,0,5710.578,6.2833,378746.6
2021,10.08,Minnesota,9.8,0,5717.968,3.7,416538.7
2022,10.33,Minnesota,9.8,0,5714.300,2.5333,454992.8
2023,10.59,Minnesota,9.8,0,5737.915,2.825,483162.1
1997,4.75,Missouri,6.25,0,5407.113,4.35,163101.1
1998,5.15,Missouri,6.25,0,5437.562,4.0333,170122.2
1999,5.15,Missouri,6.25,0,5468.338,3.2333,178215.9
2000,5.15,Missouri,6.25,0,5607.285,3.4167,187012.8
2001,5.15,Missouri,6.25,0,5641.142,4.4917,190388.7
2002,5.15,Missouri,6.25,0,5674.825,5.2833,197399
2003,5.15,Missouri,6.25,0,5709.403,5.6583,206005.2
2004,5.15,Missouri,6.25,0,5747.741,5.875,216977.5
2005,5.15,Missouri,6.25,0,5790.300,5.4,227594.6
2006,5.15,Missouri,6.25,0,5842.704,4.875,235816.9
2007,6.5,Missouri,6.25,0,5887.612,5.0833,244085.3
2008,6.65,Missouri,6.25,0,5923.916,6.2167,256431.1
2009,7.05,Missouri,6.25,0,5961.088,9.025,254306.2
2010,7.25,Missouri,6.25,0,5996.089,9.5083,262013.4
2011,7.25,Missouri,6.25,0,6011.182,8.6417,263330
2012,7.25,Missouri,6.25,0,6026.027,7.1917,272482.4
2013,7.35,Missouri,6.25,0,6042.989,6.775,282659.7
2014,7.5,Missouri,6.25,0,6059.130,6.15,289340.7
2015,7.65,Missouri,6.25,0,6075.411,5.1083,299597.7
2016,7.65,Missouri,6.25,0,6091.384,4.55,304143.3
2017,7.70,Missouri,6.25,0,6111.382,3.7417,311273.8
2018,7.85,Missouri,6.25,0,6125.986,3.2417,320451.6
2019,8.6,Missouri,6.25,0,6140.475,3.25,334750.2
2020,9.45,Missouri,4,0,6154.426,6.2167,335285.1
2021,10.30,Missouri,4,0,6170.393,4.1417,366441.5
2022,11.15,Missouri,4,0,6177.168,2.6,400265.1
2023,12.00,Missouri,4,0,6196.156,3.0583,430114.4
1997,4.75,Mississippi,4,1,2731.826,5.7,58517.2
1998,5.15,Mississippi,4,1,2751.335,5.2417,61332.3
1999,5.15,Mississippi,4,1,2768.619,5.1083,64276.5
2000,5.15,Mississippi,4,1,2848.353,5.325,66051.5
2001,5.15,Mississippi,4,1,2852.994,5.4917,67750.2
2002,5.15,Mississippi,4,1,2858.681,6.425,69704.9
2003,5.15,Mississippi,4,1,2868.312,6.1417,74418.4
2004,5.15,Mississippi,4,1,2889.010,6.1583,78680.1
2005,5.15,Mississippi,4,1,2905.943,7.6,82991.6
2006,5.15,Mississippi,4,1,2904.978,6.375,87596.7
2007,5.15,Mississippi,4,1,2928.350,6.15,91876.5
2008,5.85,Mississippi,4,1,2947.806,6.7083,95179.3
2009,6.55,Mississippi,4,1,2958.774,9.3583,92378
2010,7.25,Mississippi,4,1,2970.615,10.0833,94788.3
2011,7.25,Mississippi,4,1,2979.147,9.775,96799.1
2012,7.25,Mississippi,4,1,2984.599,8.825,100905.4
2013,7.25,Mississippi,4,1,2989.839,8.4917,103042.6
2014,7.25,Mississippi,4,1,2991.892,7.5917,105219.5
2015,7.25,Mississippi,4,1,2990.231,6.4833,106623.9
2016,7.25,Mississippi,4,1,2990.595,5.9667,107795.4
2017,7.25,Mississippi,4,1,2990.674,5.2333,110281.4
2018,7.25,Mississippi,4,1,2982.879,4.9583,113166.4
2019,7.25,Mississippi,5,1,2978.227,5.5,116135.7
2020,7.25,Mississippi,2.5,1,2958.409,8.0333,116709.4
2021,7.25,Mississippi,2.5,1,2949.582,5.4583,129944.7
2022,7.25,Mississippi,2.5,1,2938.928,3.7833,142762.3
2023,7.25,Mississippi,2.5,1,2939.690,3.2,151146.7
1997,4.75,Montana,6.75,0,878.706,5.5,19301.7
1998,5.15,Montana,6.75,0,879.533,5.6083,20414.4
1999,5.15,Montana,6.75,0,882.779,5.3083,20815.1
2000,5.15,Montana,6.75,0,903.773,4.8333,21935.4
2001,5.15,Montana,6.75,0,906.961,4.6083,22798
2002,5.15,Montana,6.75,0,911.667,4.55,23886
2003,5.15,Montana,6.75,0,919.630,4.7417,25781.1
2004,5.15,Montana,6.75,0,930.009,4.5083,28138.8
2005,5.15,Montana,6.75,0,940.102,4.0667,30823.7
2006,5.15,Montana,6.75,0,952.692,3.3417,33088
2007,6.15,Montana,6.75,0,964.706,3.3583,36116.1
2008,6.25,Montana,6.75,0,976.415,4.725,37028
2009,6.9,Montana,6.75,0,983.982,7.1167,35880
2010,7.25,Montana,6.75,0,990.730,7.1833,38080.3
2011,7.35,Montana,6.75,0,997.518,6.625,40592.3
2012,7.65,Montana,6.75,0,1004.168,5.8,42150.2
2013,7.8,Montana,6.75,0,1014.158,5.3417,43584
2014,7.9,Montana,6.75,0,1022.657,4.6667,45203.8
2015,8.05,Montana,6.75,0,1031.495,4.2917,46542.4
2016,8.05,Montana,6.75,0,1042.137,4.325,45859.4
2017,8.15,Montana,6.75,0,1053.862,4.0917,48470.5
2018,8.3,Montana,6.75,0,1061.818,3.75,51152.1
2019,8.5,Montana,6.75,0,1070.123,3.5,52715.6
2020,8.65,Montana,6.75,0,1087.211,5.8417,52958.8
2021,8.75,Montana,6.75,0,1106.366,3.4,60399.7
2022,9.20,Montana,6.75,0,1122.878,2.6833,68702
2023,9.95,Montana,6.75,0,1132.812,2.8583,73254.5
1997,4.25,North Carolina,7.75,0,7428.672,3.8333,234571.9
1998,5.15,North Carolina,7.25,0,7545.828,3.5333,246721.8
1999,5.15,North Carolina,7.25,0,7650.789,3.2833,264924.3
2000,5.15,North Carolina,6.9,0,8081.614,3.7583,277556.1
2001,5.15,North Carolina,6.9,0,8210.122,5.625,287317.1
2002,5.15,North Carolina,6.9,0,8326.201,6.925,297653
2003,5.15,North Carolina,6.9,0,8422.501,6.7167,310200.3
2004,5.15,North Carolina,6.9,0,8553.152,5.8583,329017.7
2005,5.15,North Carolina,6.9,0,8705.407,5.6,354798.5
2006,5.15,North Carolina,6.9,0,8917.270,5.1333,388012.1
2007,6.15,North Carolina,6.9,0,9118.037,5.0917,402188.3
2008,6.15,North Carolina,6.9,0,9309.449,6.2083,420707.2
2009,6.55,North Carolina,6.9,0,9449.566,11.0333,413096.8
2010,7.25,North Carolina,6.9,0,9574.586,10.7167,422282.2
2011,7.25,North Carolina,6.9,0,9658.913,10.2333,430040.1
2012,7.25,North Carolina,6.9,0,9751.810,9.5167,444063.2
2013,7.25,North Carolina,6.9,0,9846.717,7.7333,460946.4
2014,7.25,North Carolina,6,0,9937.295,6.1083,482295.7
2015,7.25,North Carolina,5,0,10037.218,5.6583,508672.4
2016,7.25,North Carolina,4,0,10161.802,5.1,528284.3
2017,7.25,North Carolina,3,0,10275.758,4.525,546810.1
2018,7.25,North Carolina,3,0,10391.358,3.9917,568037.3
2019,7.25,North Carolina,2.5,0,10501.384,3.8833,592449.6
2020,7.25,North Carolina,2.5,0,10453.812,7.2833,600683.3
2021,7.25,North Carolina,2.5,0,10567.100,4.8833,662147.1
2022,7.25,North Carolina,2.5,0,10695.965,3.6833,728498.7
2023,7.25,North Carolina,2.5,0,10835.491,3.4583,788103.2
1997,4.75,North Dakota,6.75,1,640.945,2.95,15796.6
1998,5.15,North Dakota,6.75,1,637.808,2.95,16842.7
1999,5.15,North Dakota,6.75,1,633.666,3.1417,17083.7
2000,5.15,North Dakota,6.75,1,642.023,2.925,18115.1
2001,5.15,North Dakota,6.75,1,639.062,2.8333,18976.9
2002,5.15,North Dakota,6.75,1,638.168,3.375,20195.6
2003,5.15,North Dakota,6.75,1,638.817,3.475,22129.9
2004,5.15,North Dakota,6.75,1,644.705,3.3833,23209.6
2005,5.15,North Dakota,4.8,1,646.089,3.3083,24572
2006,5.15,North Dakota,4.8,1,649.422,3.1,26406.5
2007,5.15,North Dakota,4.8,1,652.822,3.0167,29044.6
2008,5.85,North Dakota,4.55,1,657.569,3.1083,32027.7
2009,6.55,North Dakota,4.55,1,664.968,3.9167,32310.4
2010,7.25,North Dakota,4.25,1,674.752,3.6917,35651.8
2011,7.25,North Dakota,6.58,1,685.526,3.3583,41602.1
2012,7.25,North Dakota,3.45,1,702.227,2.9333,52079.1
2013,7.25,North Dakota,3.415,1,723.149,2.8917,54877
2014,7.25,North Dakota,3.105,1,738.736,2.6167,61108.3
2015,7.25,North Dakota,3,1,755.537,2.7833,56952.2
2016,7.25,North Dakota,2.86,1,756.114,3.1,52666.3
2017,7.25,North Dakota,2.86,1,756.755,2.6083,56530.2
2018,7.25,North Dakota,2.86,1,760.062,2.4083,60377.1
2019,7.25,North Dakota,2.86,1,763.724,2.1417,60892.5
2020,7.25,North Dakota,2.86,1,779.563,4.95,55568.5
2021,7.25,North Dakota,2.86,1,777.982,3,63838.5
2022,7.25,North Dakota,2.86,1,778.912,2,73780
2023,7.25,North Dakota,2.86,1,783.926,1.8833,76043.3
